requests_per_minute,failed_logins,unique_paths,post_get_ratio,suspicious_keywords,label
44,0,4,0.6593309857732277,1,0
76,1,10,0.2560212286235888,0,0
6,3,19,0.4506277588207231,1,0
39,1,11,0.36533686200151677,1,0
44,1,15,0.6283956516376399,0,0
56,3,14,0.16321679950226864,0,0
70,0,8,0.1731683781171348,0,0
57,3,5,0.5285260596195863,1,0
54,0,15,0.6481992839998245,0,0
79,1,5,0.12861822503365655,1,0
47,2,13,0.31478529999706806,1,0
47,0,12,0.6408830184461183,1,0
28,0,7,0.7081763169306422,0,0
21,2,10,0.7107388609860087,0,0
55,3,6,0.5741731337310136,0,0
44,1,18,0.33554577474767816,1,0
25,2,8,0.5388271245957498,1,0
21,1,15,0.363881037275314,1,0
70,2,10,0.2930992817591882,0,0
9,1,7,0.6896330848588588,1,0
12,0,2,0.14934899328108198,1,0
36,1,18,0.7524175058093754,1,0
13,0,4,0.16547292433695326,0,0
38,3,7,0.0959415507430058,1,0
62,2,3,0.7230200989871844,0,0
48,3,7,0.7985587223882087,0,0
43,1,11,0.19170590522329872,0,0
50,2,15,0.4379552075536607,0,0
45,3,7,0.16054592028622544,0,0
66,0,13,0.53165322579941,1,0
19,3,6,0.2793125203503747,0,0
35,0,18,0.3712321937299846,1,0
34,0,16,0.38069292489581236,1,0
38,0,17,0.41137570756845404,1,0
18,3,6,0.43644054103731406,0,0
63,0,6,0.12351619391134595,1,0
20,0,9,0.3086954151955201,0,0
33,2,2,0.17498409639652934,1,0
28,1,5,0.6566519019531221,0,0
36,1,5,0.13162687491198194,1,0
29,0,13,0.23421873411695288,1,0
50,2,9,0.6880191999877397,1,0
39,0,14,0.30926201876409826,0,0
52,3,6,0.06134010491241844,1,0
13,3,13,0.4766936827584556,0,0
69,1,7,0.43776999163572977,0,0
38,2,3,0.2134215921190355,0,0
56,3,3,0.7154329810813842,1,0
63,1,3,0.5359606836338348,1,0
58,0,4,0.4503370522357213,1,0
65,2,2,0.5928721473864556,0,0
46,3,3,0.08641149118984433,0,0
79,0,17,0.1600974666632779,1,0
61,2,14,0.6935527930935874,1,0
45,3,18,0.25999126983604354,0,0
69,3,16,0.3985089357052682,1,0
11,3,10,0.3443034686281921,0,0
65,0,2,0.48946488591521914,1,0
39,2,9,0.6242242828245429,1,0
61,2,2,0.3219876016174344,1,0
19,2,6,0.6731371814218157,0,0
50,3,15,0.32040036608975736,1,0
15,2,7,0.28873491603465334,1,0
12,2,5,0.27312532683715485,1,0
70,0,17,0.4390288529352583,0,0
38,3,6,0.7125440887385963,1,0
18,3,4,0.7236238266660926,1,0
69,2,12,0.39072762356965346,1,0
41,3,18,0.4450742723522507,0,0
35,2,18,0.45883581956805025,0,0
42,2,2,0.5614227622760155,1,0
56,3,16,0.7007835939880325,0,0
13,3,13,0.6862058299479368,0,0
16,0,12,0.5671916961811697,1,0
25,3,18,0.12915645892210503,1,0
50,1,15,0.4260272077975194,0,0
38,0,18,0.06407404312196331,0,0
13,2,2,0.2563880998478042,1,0
68,0,3,0.3574132762380739,1,0
39,1,13,0.17342935016925898,0,0
32,0,14,0.7830914012857562,1,0
12,1,3,0.21145341931192146,0,0
46,2,14,0.2940419778817149,0,0
19,1,4,0.3453943266972814,0,0
13,3,15,0.6307571879621733,0,0
66,2,9,0.5134844576022739,1,0
24,1,6,0.0733221618883315,0,0
13,2,8,0.5202558309890721,1,0
72,3,10,0.061715082661034495,0,0
54,2,4,0.7849541582024387,1,0
24,0,5,0.3068916615571175,1,0
7,0,19,0.16874422191157235,0,0
55,3,11,0.7665307445505668,0,0
5,3,3,0.23518332113535412,0,0
47,0,18,0.7759369082712805,1,0
64,2,18,0.39660238097887035,1,0
65,2,18,0.519814720302768,0,0
60,0,13,0.6422533924306973,1,0
71,3,15,0.32950287116482363,0,0
7,0,10,0.4662044589131127,0,0
30,1,5,0.5685398519322504,0,0
74,2,14,0.3310012129712581,0,0
66,1,6,0.5917921163523074,0,0
10,0,12,0.5275995846505221,0,0
51,0,2,0.5943983180071685,0,0
68,2,9,0.23467702172621235,0,0
22,2,10,0.7848426248715394,0,0
21,1,6,0.7679196408858314,1,0
59,1,4,0.6814120113506834,0,0
65,3,11,0.7140781851580308,1,0
24,0,4,0.1764915537835774,1,0
75,3,9,0.07412089958129052,0,0
23,0,5,0.2673118115991185,0,0
73,3,3,0.24368967219048038,1,0
70,1,10,0.6881153282955265,1,0
6,1,2,0.4230751549473238,1,0
58,0,8,0.6037704288788923,0,0
38,1,16,0.5479832865567968,0,0
50,3,18,0.3597900119456097,1,0
35,2,4,0.6719157841120492,1,0
62,1,16,0.4559743837357166,1,0
25,1,8,0.6865352070542978,0,0
9,0,15,0.6019354717332199,1,0
78,2,2,0.18440508553161195,0,0
13,2,15,0.29891320486914663,0,0
15,0,17,0.3261541283781852,0,0
61,1,19,0.7790835562422006,1,0
14,2,5,0.15641829011668062,1,0
19,0,2,0.4895778980884351,0,0
6,0,19,0.5449432533599403,1,0
42,1,15,0.5761077136331719,0,0
39,1,11,0.05289311475937862,1,0
6,3,19,0.26474667267183033,0,0
48,2,18,0.3788778335066288,1,0
45,2,17,0.5013678906874262,1,0
37,2,14,0.7224299226293508,0,0
39,2,9,0.38408379733581494,0,0
9,3,11,0.1535140764906222,0,0
15,0,2,0.6230837181043987,0,0
32,3,8,0.2803033676156283,1,0
67,2,13,0.250960470994797,1,0
26,2,15,0.6644075078954385,1,0
66,1,12,0.6876252849019162,0,0
47,3,8,0.21985690728307694,1,0
65,2,5,0.5679912751032933,1,0
66,1,2,0.6831907000965173,0,0
19,0,19,0.09309289840189376,1,0
9,0,19,0.09327069128053202,1,0
60,1,9,0.13724542362719133,1,0
19,1,8,0.5601841815462298,1,0
45,2,15,0.11275682191893342,0,0
45,2,19,0.196247591131955,0,0
33,0,14,0.4822779796416744,0,0
69,0,10,0.12787841257771315,0,0
36,3,15,0.5133603836745506,1,0
29,0,19,0.3910937757905559,0,0
26,1,15,0.08060384898499552,0,0
75,2,12,0.22812269108849365,1,0
50,1,14,0.19877236125568182,0,0
8,0,19,0.11732416543186615,0,0
37,0,19,0.13922714539325537,0,0
45,3,7,0.30310791062177883,0,0
66,3,18,0.4427679577695346,1,0
25,1,18,0.7656641609716137,1,0
23,3,14,0.19563859883314677,1,0
8,3,12,0.18849123351315938,1,0
32,1,15,0.48352633569896947,1,0
78,3,4,0.07594773917363377,1,0
31,1,12,0.4784544817179828,0,0
34,3,11,0.49643689211911296,1,0
55,3,18,0.35304754390924703,0,0
65,1,14,0.7612805714542881,0,0
63,0,8,0.16313430607919427,1,0
17,2,2,0.39285944138434076,0,0
19,0,5,0.21517193480060115,1,0
14,2,14,0.453531568004978,1,0
41,2,3,0.5011293051454228,0,0
5,2,17,0.4625214546831988,1,0
49,0,14,0.607895442250469,1,0
50,2,4,0.604174047071553,0,0
24,1,9,0.26029606548788137,1,0
10,3,9,0.07291079433749965,0,0
23,0,12,0.4343585360523957,0,0
45,1,10,0.5523037450684601,0,0
20,1,14,0.6699777145402308,1,0
57,3,8,0.6560189980401274,0,0
48,0,19,0.3860268587385575,0,0
50,0,17,0.3714313253523622,1,0
13,2,17,0.7159953693471616,0,0
79,0,8,0.25523708337779355,1,0
60,1,6,0.3110523625337906,0,0
5,0,19,0.16914648286359352,1,0
28,0,8,0.6391811699819968,1,0
31,0,7,0.5344113437930899,1,0
41,2,19,0.16748681557563477,1,0
75,2,12,0.21661954045055293,0,0
27,0,11,0.11749382340727103,1,0
42,1,18,0.05617094143715644,1,0
39,3,15,0.39738877780336984,0,0
16,3,17,0.6264982722984942,0,0
77,3,3,0.11917983861538399,1,0
15,1,14,0.6592788518954502,1,0
61,3,13,0.40900382865338425,1,0
32,1,3,0.05535001823912346,0,0
59,1,5,0.2701169910821615,0,0
71,0,10,0.7155580566009705,1,0
47,0,6,0.466006027013992,1,0
5,1,10,0.4363960234185507,1,0
22,1,8,0.36224338650721294,0,0
71,1,13,0.507362338413678,1,0
39,1,14,0.6428454396365596,1,0
46,0,6,0.21571385097189877,0,0
53,2,7,0.668507904174569,1,0
57,1,13,0.4730959086640492,0,0
21,1,4,0.3414954348568858,1,0
34,2,2,0.5536141309015511,0,0
16,0,16,0.34166374064556304,0,0
17,0,8,0.2974373070989641,1,0
62,2,6,0.29114854476626206,1,0
62,0,5,0.6400390167965535,0,0
58,1,4,0.7952038104709869,0,0
42,3,2,0.6300674178073707,0,0
38,0,6,0.4017421980185378,0,0
46,1,13,0.18508018340723464,1,0
9,0,7,0.22563676944304173,1,0
34,1,2,0.4762665791849981,0,0
77,2,17,0.1084522535847433,0,0
58,2,14,0.6762808512819235,0,0
57,1,10,0.5412592580083849,0,0
49,0,4,0.3524464257185574,0,0
76,3,5,0.7175381400087474,1,0
64,1,9,0.7105548216280279,0,0
6,1,4,0.5522531480733601,0,0
31,3,8,0.46055780155698606,0,0
20,3,15,0.1425318505605449,1,0
21,0,11,0.7538878604055372,1,0
64,1,13,0.14884305163611433,0,0
36,0,12,0.2475935324830394,1,0
40,1,12,0.7591940681901008,0,0
62,2,13,0.24063739614218616,1,0
32,3,8,0.6287489319115191,0,0
7,2,3,0.0803332997983431,0,0
51,2,2,0.6262140940879739,1,0
22,1,8,0.07004148446815338,1,0
29,1,8,0.7439854735431857,0,0
65,0,14,0.33172160628587954,1,0
55,2,4,0.4691929050707851,1,0
18,3,4,0.10764750483442832,1,0
55,2,5,0.15253182246762115,1,0
56,2,3,0.2031634750816399,1,0
40,0,14,0.14150261817375404,1,0
22,2,18,0.33462165092628254,1,0
63,0,6,0.4473754005471498,0,0
5,0,19,0.6350980099064047,1,0
69,0,7,0.10261173463268884,1,0
46,0,4,0.4835828248332023,1,0
72,2,14,0.7144482293343328,0,0
15,0,12,0.7077611891279891,1,0
69,1,2,0.23719182936971384,0,0
74,0,4,0.2548564896185619,1,0
21,1,9,0.1461846129948452,1,0
10,3,15,0.2303841407485821,0,0
44,0,3,0.33128718892834563,0,0
56,0,19,0.7723441711008665,1,0
62,1,11,0.2792502208532212,0,0
1341,27,57,6.205577376465907,1,1
447,22,74,1.5937456544331576,1,1
931,14,133,5.455828983712729,1,1
301,25,187,1.6169932113309948,1,1
307,8,119,2.0767960246921016,1,1
567,12,107,5.0138339108583825,1,1
1308,22,132,5.848146163126244,1,1
772,14,59,7.6216356017583635,1,1
1261,25,151,1.9078242297591295,1,1
1362,8,143,2.8755165293448806,1,1
1171,20,173,3.6104602031385626,1,1
430,9,71,4.783669819881685,1,1
866,22,124,6.690976780876717,1,1
747,12,142,1.500801091148845,1,1
1430,5,122,7.686226850414987,1,1
386,16,137,4.512139933504468,1,1
912,24,55,5.850017970817701,1,1
745,17,120,5.567965493128138,1,1
578,8,111,7.849116637595918,1,1
1140,20,113,7.157521736811506,1,1
501,23,123,5.474867142163713,1,1
566,20,185,4.282136256496629,1,1
1316,20,104,4.623804702275667,1,1
1006,19,189,4.147635874111344,1,1
466,22,121,5.724747217611571,1,1
1162,19,173,6.012540419275529,1,1
765,25,50,7.265072321910961,1,1
895,16,152,4.558252152150997,1,1
1430,25,133,5.583242385322936,1,1
1259,22,174,4.977700883873797,1,1
769,16,99,1.7327212518563475,1,1
1441,28,65,7.165796557651165,1,1
928,13,79,2.1510641774983346,1,1
592,25,130,7.526495950528588,1,1
536,18,186,4.871598212119841,1,1
1455,26,84,7.136785543540006,1,1
1275,28,61,7.009981535889918,1,1
384,28,121,3.2433827432951725,1,1
1441,8,178,2.8225065952282793,1,1
752,9,139,2.7733736383429237,1,1
351,17,106,7.910392633717406,1,1
1031,13,104,2.9494205126878423,1,1
982,8,170,1.8667268246195556,1,1
527,5,190,3.1847703926680886,1,1
1301,22,111,2.299127674579438,1,1
929,22,165,4.245663964397689,1,1
1345,12,144,2.841823917369473,1,1
955,22,70,2.783480749759601,1,1
541,26,107,4.434047289199956,1,1
645,23,81,4.901592859381442,1,1
655,19,116,4.941711140960766,1,1
1447,6,186,5.389882315450686,1,1
1093,24,191,7.12630566285574,1,1
430,25,63,5.590943682218421,1,1
1412,17,105,1.9479069341018054,1,1
761,6,183,5.103756208305088,1,1
443,5,197,1.988968300894369,1,1
1348,11,137,2.1031574633411543,1,1
1016,21,162,3.177215872394393,1,1
527,17,115,1.739670754649894,1,1
853,7,116,4.4892781166682365,1,1
559,21,54,5.383120325216289,1,1
452,18,100,7.3052080879143535,1,1
791,12,93,6.033522151926295,1,1
1347,8,104,5.864205897112035,1,1
712,16,162,6.134314083480903,1,1
340,20,107,5.708013367100472,1,1
584,27,106,7.679212072574201,1,1
844,19,63,7.969982834596898,1,1
1048,25,178,4.800252815425249,1,1
1472,19,191,5.790366802631917,1,1
327,24,158,2.9614026976768115,1,1
690,21,74,6.253472473669185,1,1
1263,10,65,5.0588550983496425,1,1
398,11,142,4.376508418169167,1,1
1153,12,159,4.531915218267294,1,1
313,13,189,3.431277392311304,1,1
369,19,131,6.554583808000386,1,1
840,17,127,6.571475339631179,1,1
1464,26,120,2.5339626699918907,1,1
511,21,162,4.695195703696799,1,1
379,10,87,5.1417523169850625,1,1
1476,18,98,7.106124306151093,1,1
393,23,178,1.5412106392492362,1,1
1225,25,134,2.8388421647489084,1,1
966,9,198,6.913866830934773,1,1
707,23,179,7.278675812927389,1,1
1299,14,167,3.436609516783455,1,1
1003,10,125,4.617628676676699,1,1
408,8,88,6.125117072428953,1,1
661,29,110,2.712331272777379,1,1
491,14,169,3.445651791711353,1,1
333,15,178,6.719067443636103,1,1
717,23,130,2.901759846744496,1,1
924,24,52,5.123400728626459,1,1
513,27,70,4.069343037743154,1,1
976,15,108,7.531222271588208,1,1
1323,17,170,7.1383950712038295,1,1
1171,26,74,7.827751866845915,1,1
867,12,195,2.92048819347173,1,1
520,8,93,3.5775412587753403,1,1
401,27,160,5.529309178388206,1,1
1031,18,196,1.9517529434581422,1,1
812,25,88,2.616060008500634,1,1
348,13,70,7.127431833377266,1,1
391,21,91,2.8596672667273757,1,1
745,20,190,5.682148940101635,1,1
690,22,92,5.643809994215791,1,1
1499,20,148,6.355241568850972,1,1
399,26,130,5.307574864542655,1,1
1092,5,110,5.336443384763406,1,1
537,11,188,2.879316705875605,1,1
1438,24,74,7.396472270208242,1,1
333,11,169,4.703106494372914,1,1
959,8,173,6.51264325872809,1,1
542,8,63,1.7185691409187656,1,1
531,18,57,4.4360695050575,1,1
651,5,172,1.5862079635846393,1,1
504,23,116,4.816017528743673,1,1
1054,19,122,6.631730197218096,1,1
1327,23,77,7.933533489233613,1,1
1389,29,140,2.5225605060724305,1,1
352,8,163,3.7908095023650716,1,1
752,20,98,6.215436685422582,1,1
1244,9,74,7.1515547426492585,1,1
641,11,152,7.5313261504432445,1,1
1489,22,118,7.845896689587306,1,1
868,18,174,4.783531795657623,1,1
813,21,167,5.18882884891323,1,1
919,8,191,6.275887453639092,1,1
1015,28,120,4.6693220653528655,1,1
1097,18,171,4.840139022244452,1,1
364,5,81,1.921920350018679,1,1
502,28,95,2.69422662959059,1,1
1048,25,120,6.995824171270112,1,1
1434,21,112,5.128388815196403,1,1
1120,22,107,5.3282687378931435,1,1
545,5,137,2.6838254765221934,1,1
1367,24,79,6.289754803968966,1,1
1282,16,176,7.5159584667125445,1,1
834,19,94,4.709775094460165,1,1
1053,26,86,2.622710605278286,1,1
871,21,96,4.863156134779567,1,1
467,26,60,6.67884956370154,1,1
1352,9,154,5.503943693390422,1,1
1106,15,104,6.480179457690893,1,1
1175,25,76,4.790771964607241,1,1
582,20,177,6.7723845818591855,1,1
744,27,63,6.579834838647546,1,1
945,10,150,3.0755335083326516,1,1
911,24,126,6.425578701188532,1,1
1337,8,83,5.178589716992508,1,1
1199,21,128,2.8241081644303785,1,1
1403,18,171,1.8355384765088598,1,1
1053,12,103,6.284869721709676,1,1
1183,10,149,3.7675025691643134,1,1
422,24,135,7.207358560831388,1,1
988,10,124,4.240370878562382,1,1
1317,9,128,4.191947853412723,1,1
512,24,134,6.937710793585463,1,1
902,5,154,1.61979173873255,1,1
465,11,182,5.6470624773188245,1,1
1453,9,180,3.24583530819511,1,1
1247,17,101,7.1458275166747525,1,1
1373,29,197,6.778733668633877,1,1
963,5,149,3.7485595521664665,1,1
659,11,98,6.794833394571341,1,1
1276,13,158,1.9376338597953984,1,1
304,12,188,7.040320307739754,1,1
1484,14,120,4.969445216539057,1,1
490,23,55,5.205326031581556,1,1
1233,7,69,4.534864174699708,1,1
993,18,80,7.208389037589036,1,1
991,5,153,5.2804013419167655,1,1
428,12,112,7.401184530365086,1,1
1413,13,79,7.316975704797656,1,1
947,6,126,6.383842877981142,1,1
1111,12,146,4.7433980927221935,1,1
469,6,158,7.72831498891804,1,1
1252,9,191,7.577017576018189,1,1
538,25,91,5.210898655996174,1,1
1338,12,196,1.9110171987810736,1,1
500,25,183,5.2921447510730495,1,1
984,27,88,3.6925010195832417,1,1
681,20,88,7.746925766775833,1,1
1235,8,76,5.299575008288313,1,1
564,23,167,4.515891998211962,1,1
1406,7,132,4.445142893726118,1,1
985,10,110,4.36264568454604,1,1
614,7,182,6.25478401297436,1,1
522,27,141,5.4795537240468155,1,1
855,22,129,6.9550363957027255,1,1
1388,16,115,6.608091252793424,1,1
831,17,184,3.1501317542488305,1,1
894,20,181,2.5822559621003944,1,1
512,12,89,7.70269132277292,1,1
974,5,157,1.612353761877185,1,1
1330,29,144,5.130623746145167,1,1
1350,8,117,4.607138384096459,1,1
665,17,74,3.1355251930163894,1,1
